HongKong,Lap-2-Place--1,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-+1,Lap-6-Place--1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Ukraine,Lap-2-Place-+2,Lap-3-Place--1,Lap-4-Place-+2,Lap-5-Place--2,Lap-6-Place-+1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place--2,Lap-12-Place-0
Netherlands,Lap-2-Place-+1,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-+2,Lap-9-Place-+2,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Russia,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-+1,Lap-6-Place-+1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-0,Lap-12-Place-+1
Belgium,Lap-2-Place-+1,Lap-3-Place--2,Lap-4-Place-0,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-+2,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-+1,Lap-12-Place-0
Poland,Lap-2-Place-+2,Lap-3-Place--2,Lap-4-Place--1,Lap-5-Place--2,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place--2,Lap-9-Place--1,Lap-10-Place--1,Lap-11-Place-0,Lap-12-Place-0
Belarus,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place--1,Lap-10-Place--4,Lap-11-Place-0,Lap-12-Place-0
RUSVELO,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place--1,Lap-8-Place--2,Lap-9-Place--1,Lap-10-Place-+1,Lap-11-Place-0,Lap-12-Place-+1
Venezuela,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-+1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Germany,Lap-2-Place-0,Lap-3-Place-+4,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-+1,Lap-12-Place-0
Canada,Lap-2-Place--3,Lap-3-Place-0,Lap-4-Place-+2,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place--2
Japan,Lap-2-Place--10,Lap-3-Place--3,Lap-4-Place--2,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-+1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
HongKong,Lap-2-Place-+1,Lap-3-Place-0,Lap-4-Place-+1,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place--1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Poland,Lap-2-Place-+1,Lap-3-Place--2,Lap-4-Place--1,Lap-5-Place-0,Lap-6-Place-+1,Lap-7-Place-0,Lap-8-Place-+1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Korea,Lap-2-Place--1,Lap-3-Place-0,Lap-4-Place-+1,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place-+1,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-+1,Lap-12-Place--1
Russia,Lap-2-Place--1,Lap-3-Place-+4,Lap-4-Place-0,Lap-5-Place--1,Lap-6-Place--2,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Lithuania,Lap-2-Place--3,Lap-3-Place--1,Lap-4-Place--1,Lap-5-Place--1,Lap-6-Place-0,Lap-7-Place--1,Lap-8-Place-+2,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-+1,Lap-12-Place-0
Ukraine,Lap-2-Place-+4,Lap-3-Place-+3,Lap-4-Place-+2,Lap-5-Place-0,Lap-6-Place-+2,Lap-7-Place-+1,Lap-8-Place--2,Lap-9-Place-0,Lap-10-Place--1,Lap-11-Place-0,Lap-12-Place-+2
Belarus,Lap-2-Place-+3,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place--1,Lap-9-Place-0,Lap-10-Place--2,Lap-11-Place--3,Lap-12-Place--1
Belgium,Lap-2-Place-+2,Lap-3-Place-+1,Lap-4-Place--1,Lap-5-Place--2,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
China,Lap-2-Place-+1,Lap-3-Place--1,Lap-4-Place-+1,Lap-5-Place-0,Lap-6-Place-+1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-+1,Lap-12-Place-0
Canada,Lap-2-Place-0,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-+1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place--2,Lap-12-Place--4
UnitedStates,Lap-2-Place-+3,Lap-3-Place-+1,Lap-4-Place-+1,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place--2,Lap-9-Place-0,Lap-10-Place--1,Lap-11-Place-+1,Lap-12-Place-+2
Netherlands,Lap-2-Place--3,Lap-3-Place-0,Lap-4-Place--2,Lap-5-Place-0,Lap-6-Place-+1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place--1,Lap-12-Place-+1
Germany,Lap-2-Place-+4,Lap-3-Place--1,Lap-4-Place-+1,Lap-5-Place-0,Lap-6-Place--1,Lap-7-Place--1,Lap-8-Place--1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place--1,Lap-12-Place-0
GreatBritain,Lap-2-Place-+3,Lap-3-Place--1,Lap-4-Place--1,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-+1,Lap-12-Place-0
Australia,Lap-2-Place-+2,Lap-3-Place-0,Lap-4-Place-+3,Lap-5-Place--1,Lap-6-Place--2,Lap-7-Place-+1,Lap-8-Place--1,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-+1,Lap-12-Place-+1
NewZealand,Lap-2-Place-+1,Lap-3-Place--1,Lap-4-Place--2,Lap-5-Place-+4,Lap-6-Place-0,Lap-7-Place--1,Lap-8-Place-+3,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-+1,Lap-12-Place-0
HongKong,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Japan,Lap-2-Place--1,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Russia,Lap-2-Place--1,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place--2,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-+1
Lithuania,Lap-2-Place--2,Lap-3-Place--4,Lap-4-Place-0,Lap-5-Place--1,Lap-6-Place-0,Lap-7-Place--1,Lap-8-Place-0,Lap-9-Place--1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place--1
Belarus,Lap-2-Place-+2,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place--1,Lap-6-Place-0,Lap-7-Place--1,Lap-8-Place--1,Lap-9-Place-0,Lap-10-Place--1,Lap-11-Place-0,Lap-12-Place-0
China,Lap-2-Place--1,Lap-3-Place--2,Lap-4-Place-+1,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place-+1,Lap-8-Place-0,Lap-9-Place-+1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Ukraine,Lap-2-Place-+1,Lap-3-Place-+1,Lap-4-Place--1,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-+1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Germany,Lap-2-Place-+2,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place--1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Canada,Lap-2-Place-0,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place-+1,Lap-6-Place--1,Lap-7-Place-0,Lap-8-Place-+1,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-0,Lap-12-Place-0
Australia,Lap-2-Place-+1,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place--1,Lap-12-Place-0
NewZealand,Lap-2-Place-+1,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place--1,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place--1,Lap-11-Place-0,Lap-12-Place-0
UnitedStates,Lap-2-Place-0,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-0,Lap-12-Place-0
GreatBritain,Lap-2-Place--2,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place--1,Lap-6-Place-+1,Lap-7-Place-+2,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-+1,Lap-12-Place-0
GiantProCycling,Lap-2-Place-+2,Lap-3-Place--1,Lap-4-Place--2,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place--1,Lap-10-Place-+1,Lap-11-Place-+1,Lap-12-Place-0
ChineseTaipei,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Japan,Lap-2-Place--3,Lap-3-Place--2,Lap-4-Place--1,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place--1,Lap-8-Place-+1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place--1
HongKong,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-+1,Lap-5-Place--1,Lap-6-Place-0,Lap-7-Place-+1,Lap-8-Place--1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-+1
Poland,Lap-2-Place--2,Lap-3-Place--2,Lap-4-Place-0,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place--1,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place--2,Lap-12-Place-0
Belgium,Lap-2-Place-0,Lap-3-Place-+2,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-+1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-+1,Lap-10-Place--1,Lap-11-Place-0,Lap-12-Place-0
Lithuania,Lap-2-Place-0,Lap-3-Place--1,Lap-4-Place--1,Lap-5-Place--1,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place--1,Lap-12-Place-0
RUSVELO,Lap-2-Place-+3,Lap-3-Place-+2,Lap-4-Place-0,Lap-5-Place--1,Lap-6-Place--1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-+1,Lap-12-Place-0
Ukraine,Lap-2-Place-+2,Lap-3-Place-0,Lap-4-Place--1,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-+1
Belarus,Lap-2-Place-+1,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
China,Lap-2-Place-+1,Lap-3-Place-+1,Lap-4-Place-+2,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place--1
Netherlands,Lap-2-Place--5,Lap-3-Place--1,Lap-4-Place-+1,Lap-5-Place--1,Lap-6-Place--1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place--1,Lap-11-Place-0,Lap-12-Place-0
Germany,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-0,Lap-12-Place-0
NewZealand,Lap-2-Place-0,Lap-3-Place-+1,Lap-4-Place-+1,Lap-5-Place-0,Lap-6-Place-+1,Lap-7-Place-+1,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-+1,Lap-12-Place-0
Italy,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place--1,Lap-10-Place--1,Lap-11-Place-0,Lap-12-Place-+1
Venezuela,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Colombia,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-+1,Lap-5-Place-0,Lap-6-Place-+1,Lap-7-Place-0,Lap-8-Place--1,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-0,Lap-12-Place--1
Swi,Lap-2-Place-0,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place--1,Lap-7-Place-0,Lap-8-Place-+1,Lap-9-Place-+1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Belarus,Lap-2-Place-0,Lap-3-Place--1,Lap-4-Place--1,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Belgium,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Lithuania,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place--1,Lap-6-Place--1,Lap-7-Place--1,Lap-8-Place--1,Lap-9-Place-+1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Poland,Lap-2-Place-0,Lap-3-Place-+1,Lap-4-Place--1,Lap-5-Place-0,Lap-6-Place--1,Lap-7-Place-0,Lap-8-Place-+1,Lap-9-Place--1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Australia,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-+1,Lap-7-Place-+1,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-0,Lap-12-Place-+1
Belarus,Lap-2-Place-+1,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-+1,Lap-6-Place--1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place--1,Lap-11-Place-0,Lap-12-Place-0
GreatBritain,Lap-2-Place--1,Lap-3-Place--1,Lap-4-Place-+1,Lap-5-Place-0,Lap-6-Place-+2,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place--1
Japan,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Poland,Lap-2-Place--4,Lap-3-Place--2,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-+1,Lap-9-Place-0,Lap-10-Place--1,Lap-11-Place-0,Lap-12-Place-0
UnitedStates,Lap-2-Place--1,Lap-3-Place-+2,Lap-4-Place--1,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place--1,Lap-8-Place-0,Lap-9-Place-+1,Lap-10-Place--1,Lap-11-Place-0,Lap-12-Place-0
RUSVELO,Lap-2-Place--1,Lap-3-Place-+3,Lap-4-Place--2,Lap-5-Place--1,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place--1,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-0,Lap-12-Place-0
Canada,Lap-2-Place-+2,Lap-3-Place-0,Lap-4-Place-+1,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-+2
Lithuania,Lap-2-Place--1,Lap-3-Place--3,Lap-4-Place--1,Lap-5-Place--1,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Belgium,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place--1,Lap-7-Place--1,Lap-8-Place-0,Lap-9-Place--1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Australia,Lap-2-Place-0,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-+1,Lap-7-Place-0,Lap-8-Place--1,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place--1,Lap-12-Place--1
China,Lap-2-Place-0,Lap-3-Place--3,Lap-4-Place-0,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place-+2,Lap-8-Place-0,Lap-9-Place-+1,Lap-10-Place--1,Lap-11-Place-0,Lap-12-Place--1
Germany,Lap-2-Place--1,Lap-3-Place-+2,Lap-4-Place-+2,Lap-5-Place--1,Lap-6-Place-0,Lap-7-Place--1,Lap-8-Place-0,Lap-9-Place-+1,Lap-10-Place-0,Lap-11-Place-+2,Lap-12-Place-0
Netherlands,Lap-2-Place-+3,Lap-3-Place-+1,Lap-4-Place-+1,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-+1,Lap-8-Place-0,Lap-9-Place--1,Lap-10-Place-+1,Lap-11-Place-0,Lap-12-Place-0
NewZealand,Lap-2-Place--1,Lap-3-Place--1,Lap-4-Place-0,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Ukraine,Lap-2-Place-+3,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-+1,Lap-6-Place-+1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place--1,Lap-10-Place-+1,Lap-11-Place--2,Lap-12-Place-+1
GreatBritain,Lap-2-Place-+1,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place--1,Lap-7-Place-0,Lap-8-Place-+1,Lap-9-Place-0,Lap-10-Place--1,Lap-11-Place-+1,Lap-12-Place--1
Italy,Lap-2-Place--1,Lap-3-Place-0,Lap-4-Place--1,Lap-5-Place--1,Lap-6-Place-0,Lap-7-Place--1,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place--1,Lap-12-Place--1
Poland,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-+1,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place--1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Russia,Lap-2-Place-0,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place--1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Belgium,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place--1,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-+1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Ukraine,Lap-2-Place-0,Lap-3-Place--1,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place--2,Lap-7-Place--1,Lap-8-Place-0,Lap-9-Place--1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Germany,Lap-2-Place-0,Lap-3-Place--1,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place--1,Lap-7-Place-+1,Lap-8-Place-+1,Lap-9-Place--1,Lap-10-Place-+1,Lap-11-Place-+1,Lap-12-Place-0
Belarus,Lap-2-Place-0,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place--1,Lap-9-Place-+1,Lap-10-Place--1,Lap-11-Place-0,Lap-12-Place-+1
Canada,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-+1,Lap-5-Place-0,Lap-6-Place-+3,Lap-7-Place-+1,Lap-8-Place-+2,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
